id,img_x,img_y,map_lat,map_lng,map_altitude
1,1474,1854,43.071072005882456,-89.40935604525902,264.3465270996094
2,1515,1857,43.07111364254229,-89.40935699356311,264.3819274902344
3,324,1482,43.068330646592855,-89.41231339684228,265.0116271972656
4,235,1412,43.06694857718214,-89.41435184046328,268.099609375
5,2492,1538,43.07385447234943,-89.41157516001807,267.9196166992188
6,1458,1530,43.07134257356765,-89.41273211530638,266.3712768554688
7,2360,1784,43.07210330290693,-89.40937287147884,265.6860656738281
8,2427,1503,43.07409624315341,-89.41251462499038,267.1757202148438
9,1531,1916,43.07110652239775,-89.40915248475179,263.9191284179688
